Market Center,Modal Price,Commodity,State
Katpadi(Uzhavar Santhai),1080,Mint(Pudina),Tamil Nadu
Katpadi(Uzhavar Santhai),2700,Mousambi,Tamil Nadu
Katpadi(Uzhavar Santhai),4860,Mousambi,Tamil Nadu
Katpadi(Uzhavar Santhai),1944,Onion,Tamil Nadu
Katpadi(Uzhavar Santhai),1080,Onion,Tamil Nadu
Katpadi(Uzhavar Santhai),1080,Onion Green,Tamil Nadu
Katpadi(Uzhavar Santhai),1080,Onion Green,Tamil Nadu
Katpadi(Uzhavar Santhai),5400,Orange,Tamil Nadu
Katpadi(Uzhavar Santhai),1296,Papaya,Tamil Nadu
Katpadi(Uzhavar Santhai),1728,Potato,Tamil Nadu
Katpadi(Uzhavar Santhai),1296,Potato,Tamil Nadu
Katpadi(Uzhavar Santhai),432,Raddish,Tamil Nadu
Katpadi(Uzhavar Santhai),864,Raddish,Tamil Nadu
Katpadi(Uzhavar Santhai),1512,Ridgeguard(Tori),Tamil Nadu
Katpadi(Uzhavar Santhai),2376,Ridgeguard(Tori),Tamil Nadu
Katpadi(Uzhavar Santhai),1080,Snakeguard,Tamil Nadu
Katpadi(Uzhavar Santhai),1512,Sweet Potato,Tamil Nadu
Katpadi(Uzhavar Santhai),7560,Tamarind Fruit,Tamil Nadu
Katpadi(Uzhavar Santhai),7560,Tamarind fruit,Tamil Nadu
Katpadi(Uzhavar Santhai),1512,Tapioca,Tamil Nadu
Katpadi(Uzhavar Santhai),864,Tender Coconut,Tamil Nadu
Katpadi(Uzhavar Santhai),756,Tender Coconut,Tamil Nadu
Katpadi(Uzhavar Santhai),648,Tomato,Tamil Nadu
Katpadi(Uzhavar Santhai),1296,Tomato,Tamil Nadu
Kaveripakkam,954.72,Paddy(Dhan),Tamil Nadu
Kaveripakkam,729,Paddy(Dhan),Tamil Nadu
Kolathur,5670,Cotton,Tamil Nadu
Kolathur,3672,Cotton,Tamil Nadu
Kolathur,9180,Dry Chillies,Tamil Nadu
Kolathur,3132,Kolathur,Tamil Nadu
Kolathur,1404,Paddy(Dhan),Tamil Nadu
Konganapuram,4428,Cotton,Tamil Nadu
Konganapuram,5454,Cotton,Tamil Nadu
Konganapuram,4374,Cotton,Tamil Nadu
Krishnagiri,1350,Chilli Red,Tamil Nadu
Krishnagiri,3348,Groundnut,Tamil Nadu
Krishnagiri,4428,Tamarind fruit,Tamil Nadu
Kuttulam,1771.2,Paddy(Dhan),Tamil Nadu
Kuttulam,1333.8,Paddy(Dhan),Tamil Nadu
Madathukulam,1107,Maize,Tamil Nadu
Madathukulam,1242,Maize,Tamil Nadu
Madathukulam,1134,Paddy(Dhan),Tamil Nadu
Madurai,1054.5,Paddy(Dhan),Tamil Nadu
Madurai,999,Paddy(Dhan),Tamil Nadu
Madurai,1054.5,Paddy(Dhan),Tamil Nadu
Madurai,1332,Paddy(Dhan),Tamil Nadu
Madurai,1387.5,Paddy(Dhan),Tamil Nadu
Mailaduthurai,1820.4,Paddy(Dhan),Tamil Nadu
Mailaduthurai,1368.63,Paddy(Dhan),Tamil Nadu
Manachanallur,2053.5,Paddy(Dhan),Tamil Nadu
Manalurpet,3996,Black Grams (Urd Beans),Tamil Nadu
Manalurpet,3885,Green Grams (Moong),Tamil Nadu
Manalurpet,0,Karamani,Tamil Nadu
Manalurpet,1035.63,Paddy(Dhan),Tamil Nadu
Manalurpet,0,T.V.Cumbu,Tamil Nadu
Manapparai,10545,Chilli Red,Tamil Nadu
Manapparai,3607.5,Groundnut (Split),Tamil Nadu
Manapparai,1498.5,Jowar(Sorgham),Tamil Nadu
Manapparai,1443,Paddy(Dhan),Tamil Nadu
Melur,5383.5,"Gingelly (Sesamum, Sesame, Til)",Tamil Nadu
Melur,999,Paddy(Dhan),Tamil Nadu
Melur,1054.5,Paddy(Dhan),Tamil Nadu
Nagapattinam,1820.4,Paddy(Dhan),Tamil Nadu
Nagapattinam,1370.85,Paddy(Dhan),Tamil Nadu
Namagiripettai,3052.5,Turmeric,Tamil Nadu
Namakkal,4495.5,Castor Seed,Tamil Nadu
Namakkal,1221,Maize,Tamil Nadu
Palladam,1276.5,Maize,Tamil Nadu
Papparapatti,3940.5,Cotton,Tamil Nadu
Papparapatti,4440,Tamarind fruit,Tamil Nadu
Pappireddipatti,1359.75,Chilli Red,Tamil Nadu
Pennagaram,3996,Groundnut,Tamil Nadu
Pennagaram,2386.5,Same/Savi,Tamil Nadu
Pethappampatti,7548,Copra,Tamil Nadu
Pethappampatti,1137.75,Maize,Tamil Nadu
Pochampalli,1304.25,Chilli Red,Tamil Nadu
Polur(Thiruvannamalai),961.26,Paddy(Dhan),Tamil Nadu
Polur(Thiruvannamalai),1005.66,Paddy(Dhan),Tamil Nadu
Polur(Thiruvannamalai),1138.86,Paddy(Dhan),Tamil Nadu
Pongalur,1276.5,Maize,Tamil Nadu
Pudukottai,1387.5,Paddy(Dhan),Tamil Nadu
Pudukottai,1165.5,Paddy(Dhan),Tamil Nadu
Ramanathapuram(phase 3),999,Paddy(Dhan),Tamil Nadu
Rasipuram,1498.5,Bajra(Pearl Millet),Tamil Nadu
Rasipuram,1443,Jowar(Sorgham),Tamil Nadu
Rasipuram,1221,Maize,Tamil Nadu
Rasipuram,1276.5,Maize,Tamil Nadu
Rasipuram,1221,Maize,Tamil Nadu
Rasipuram,1248.75,Ragi (Finger Millet),Tamil Nadu
Rasipuram,1276.5,Ragi (Finger Millet),Tamil Nadu
Rasipuram,1221,T.V. Cumbu,Tamil Nadu
Salem,4606.5,Cotton,Tamil Nadu
Salem,3441,Cotton,Tamil Nadu
Salem,4717.5,Cotton,Tamil Nadu
Salem,5217,Cotton,Tamil Nadu
Salem,3996,"Gingelly (Sesamum, Sesame, Til)",Tamil Nadu
Salem,3552,Groundnut,Tamil Nadu
Salem,4273.5,Groundnut,Tamil Nadu
Salem,5217,Groundnut,Tamil Nadu
Salem,5050.5,Groundnut,Tamil Nadu
Salem,943.5,Maize,Tamil Nadu
Salem,1193.25,Maize,Tamil Nadu
Salem,1026.75,Paddy(Dhan),Tamil Nadu
Salem,1026.75,Paddy(Dhan),Tamil Nadu
Salem,1415.25,Paddy(Dhan),Tamil Nadu
Salem,1082.25,Paddy(Dhan),Tamil Nadu
Salem,1110,Paddy(Dhan),Tamil Nadu
Salem,1970.25,Paddy(Dhan),Tamil Nadu
Salem,4384.5,Turmeric,Tamil Nadu
Salem,4273.5,Turmeric,Tamil Nadu
Sangarapuram,3996,Black Grams (Urd Beans),Tamil Nadu
Sangarapuram,3718.5,Green Grams (Moong),Tamil Nadu
Sangarapuram,1254.3,Maize,Tamil Nadu
Sangarapuram,899.1,Paddy(Dhan),Tamil Nadu
Sangarapuram,1054.5,Ragi (Finger Millet),Tamil Nadu
Sangarapuram,1354.2,T.V.Cumbu,Tamil Nadu
Sembanarkoil,1820.4,Paddy(Dhan),Tamil Nadu
Sembanarkoil,1370.85,Paddy(Dhan),Tamil Nadu
Sevur,4140.3,Groundnut,Tamil Nadu
Sevur,4995,Groundnut,Tamil Nadu
Sirkali,1820.4,Paddy(Dhan),Tamil Nadu
Sirkali,1370.85,Paddy(Dhan),Tamil Nadu
Sulur,1276.5,Maize,Tamil Nadu
Thalaivasal,1138.86,Paddy(Dhan),Tamil Nadu
Thalaivasal,1021.2,Paddy(Dhan),Tamil Nadu
Thalaivasal,894.66,Paddy(Dhan),Tamil Nadu
Thalaivasal,1110,Paddy(Dhan),Tamil Nadu
Thalaivasal,1165.5,Paddy(Dhan),Tamil Nadu
Thammampati,1265.4,Maize,Tamil Nadu
Thammampati,1054.5,Paddy(Dhan),Tamil Nadu
Thammampati,4440,Turmeric,Tamil Nadu
Theni,1254.3,Bajra(Pearl Millet),Tamil Nadu
Theni,4662,Black Grams (Urd Beans),Tamil Nadu
Theni,5272.5,Cotton,Tamil Nadu
Theni,3441,"Gingelly (Sesamum, Sesame, Til)",Tamil Nadu
Theni,4995,Green Grams (Moong),Tamil Nadu
Theni,4717.5,Groundnut,Tamil Nadu
Theni,1248.75,Jowar(Sorgham),Tamil Nadu
Theni,1187.7,Maize,Tamil Nadu
Theni,1221,Paddy(Dhan),Tamil Nadu
Thirukovilur,4095.9,Black Grams (Urd Beans),Tamil Nadu
Thirukovilur,4947.27,"Gingelly (Sesamum, Sesame, Til)",Tamil Nadu
Thirukovilur,4196.91,Green Grams (Moong),Tamil Nadu
Thirukovilur,5426.79,Groundnut,Tamil Nadu
Thirukovilur,1263.18,Maize,Tamil Nadu
Thirukovilur,832.5,Paddy(Dhan),Tamil Nadu
Thirukovilur,1328.67,Ragi (Finger Millet),Tamil Nadu
Thirukovilur,3146.85,Sunflower,Tamil Nadu
Thirukovilur,1410.81,T.V.Cumbu,Tamil Nadu
Thirumangalam,3274.5,Cotton,Tamil Nadu
Thirumangalam,1387.5,Maize,Tamil Nadu
Thirumangalam,999,Paddy(Dhan),Tamil Nadu
Thirumangalam,1165.5,Paddy(Dhan),Tamil Nadu
Thiruvannamalai,0,Black Grams (Urd Beans),Tamil Nadu
Thiruvannamalai,0,Green Grams (Moong),Tamil Nadu
Thiruvannamalai,0,Ground Nut Seed,Tamil Nadu
Thiruvannamalai,0,Hybrid Cumbu,Tamil Nadu
Thiruvannamalai,0,Karamani,Tamil Nadu
Thiruvannamalai,0,Paddy(Dhan),Tamil Nadu
Thiryagadurgam,4606.5,Black Grams (Urd Beans),Tamil Nadu
Thiryagadurgam,3746.25,Black Grams (Urd Beans),Tamil Nadu
Thiryagadurgam,4727.49,Green Grams (Moong),Tamil Nadu
Thiryagadurgam,954.6,Paddy(Dhan),Tamil Nadu
Thiryagadurgam,976.8,Paddy(Dhan),Tamil Nadu
Thiryagadurgam,1228.77,Paddy(Dhan),Tamil Nadu
Thiryagadurgam,971.25,Paddy(Dhan),Tamil Nadu
Thiryagadurgam,1017.87,T.V. Cumbu,Tamil Nadu
Thiryagadurgam,1215.45,T.V.Cumbu,Tamil Nadu
Thondamuthur,4329,Black Grams (Urd Beans),Tamil Nadu
Thondamuthur,3108,Red Grams,Tamil Nadu
Thondamuthur,3885,Turmeric,Tamil Nadu
Thondamuthur,4440,Turmeric,Tamil Nadu
Thondamuthur,1665,Turmeric,Tamil Nadu
Thoothukudi,4773,Black Grams (Urd Beans),Tamil Nadu
Thoothukudi,4218,Black Grams (Urd Beans),Tamil Nadu
Thoothukudi,6438,Chilli Red,Tamil Nadu
Thoothukudi,832.5,Paddy(Dhan),Tamil Nadu
Thoothukudi,832.5,Paddy(Dhan),Tamil Nadu
Tindivanam,4141.41,Black Grams (Urd Beans),Tamil Nadu
Tindivanam,0,"Gingelly (Sesamum, Sesame, Til)",Tamil Nadu
Tindivanam,4245.75,Green Grams (Moong),Tamil Nadu
Tindivanam,3983.79,Groundnut,Tamil Nadu
Tindivanam,749.25,Paddy(Dhan),Tamil Nadu
Tindivanam,0,Ragi (Finger Millet),Tamil Nadu
Tindivanam,0,T.V.Cumbu,Tamil Nadu
Tiruchengode,9102,Cotton,Tamil Nadu
Tiruchengode,7936.5,Cotton,Tamil Nadu
Tiruchengode,5577.75,Cotton,Tamil Nadu
Tiruchengode,4551,Cotton,Tamil Nadu
Tiruchengode,5383.5,Cotton,Tamil Nadu
Tiruchengode,4995,"Gingelly (Sesamum, Sesame, Til)",Tamil Nadu
Tiruchengode,5605.5,"Gingelly (Sesamum, Sesame, Til)",Tamil Nadu
Tiruchengode,6771,"Gingelly (Sesamum, Sesame, Til)",Tamil Nadu
Tiruchengode,3607.5,Groundnut,Tamil Nadu
Tiruchengode,4662,Groundnut,Tamil Nadu
Tiruvennainallur,721.5,Paddy(Dhan),Tamil Nadu
Udumalpet,1165.5,Maize,Tamil Nadu
Udumalpet,1287.6,Maize,Tamil Nadu
Ulundurpettai,2786.1,Big Gram,Tamil Nadu
Ulundurpettai,3931.62,Black Grams (Urd Beans),Tamil Nadu
Ulundurpettai,3714.06,Green Grams (Moong),Tamil Nadu
Ulundurpettai,6169.38,Groundnut,Tamil Nadu
Ulundurpettai,0,Horses Gram,Tamil Nadu
Ulundurpettai,1212.12,Maize,Tamil Nadu
Ulundurpettai,992.34,Paddy(Dhan),Tamil Nadu
Ulundurpettai,1071.15,Paddy(Dhan),Tamil Nadu
Ulundurpettai,1313.13,Paddy(Dhan),Tamil Nadu
Ulundurpettai,1228.77,Paddy(Dhan),Tamil Nadu
Ulundurpettai,894.66,Paddy(Dhan),Tamil Nadu
Ulundurpettai,0,Ragi (Finger Millet),Tamil Nadu
Ulundurpettai,0,Red Grams,Tamil Nadu
Ulundurpettai,1387.5,T.V.Cumbu,Tamil Nadu
Ulundurpettai,964.59,Varagu,Tamil Nadu
Usilampatty,3274.5,Cotton,Tamil Nadu
Usilampatty,3385.5,Cotton,Tamil Nadu
Usilampatty,2813.85,Cotton,Tamil Nadu
Usilampatty,3579.75,Cotton,Tamil Nadu
Usilampatty,3524.25,Cotton,Tamil Nadu
Usilampatty,3163.5,Cotton,Tamil Nadu
Usilampatty,1276.5,Hybrid Cumbu,Tamil Nadu
Usilampatty,1354.2,Jowar(Sorgham),Tamil Nadu
Usilampatty,1492.95,Jowar(Sorgham),Tamil Nadu
Usilampatty,1831.5,Jowar(Sorgham),Tamil Nadu
Usilampatty,721.5,Paddy(Dhan),Tamil Nadu
Usilampatty,704.85,Paddy(Dhan),Tamil Nadu
Usilampatty,749.25,Paddy(Dhan),Tamil Nadu
Usilampatty,782.55,Paddy(Dhan),Tamil Nadu
Usilampatty,715.95,Paddy(Dhan),Tamil Nadu
Usilampatty,804.75,Paddy(Dhan),Tamil Nadu
Usilampatty,704.85,Paddy(Dhan),Tamil Nadu
Usilampatty,693.75,Paddy(Dhan),Tamil Nadu
Usilampatty,804.75,Paddy(Dhan),Tamil Nadu
Usilampatty,1137.75,Paddy(Dhan),Tamil Nadu
Usilampatty,1093.35,Paddy(Dhan),Tamil Nadu
Usilampatty,1115.55,Paddy(Dhan),Tamil Nadu
Uthangarai,1050,Chilli Red,Tamil Nadu
Vadaseri,672,Coconut Seed,Tamil Nadu
Vadaseri,903,Paddy(Dhan),Tamil Nadu
Vadaseri,840,Paddy(Dhan),Tamil Nadu
Valathi,624.96,Paddy(Dhan),Tamil Nadu
Vandavasi,3430.56,Groundnut,Tamil Nadu
Vandavasi,769.44,Paddy(Dhan),Tamil Nadu
Vandavasi,924,Paddy(Dhan),Tamil Nadu
Vandavasi,777,Paddy(Dhan),Tamil Nadu
Vazhapadi,609,Paddy(Dhan),Tamil Nadu
Vedaranyam,1377.6,Paddy(Dhan),Tamil Nadu
Vedaranyam,1037.4,Paddy(Dhan),Tamil Nadu
Vellore,2436,Copra,Tamil Nadu
Vellore,4620,Groundnut,Tamil Nadu
Vellore,1050,Horses Gram,Tamil Nadu
Vellore,714,Paddy(Dhan),Tamil Nadu
Vellore,997.92,Paddy(Dhan),Tamil Nadu
Vellore,882,Paddy(Dhan),Tamil Nadu
Vellore,1173.48,Ragi (Finger Millet),Tamil Nadu
Vellore,2107.56,Red Grams,Tamil Nadu
Vellore,1108.8,T.V.Cumbu,Tamil Nadu
Vettavalam,653.94,Paddy(Dhan),Tamil Nadu
Vikkiravandi,3049.2,Black Grams (Urd Beans),Tamil Nadu
Vikkiravandi,0,Cotton,Tamil Nadu
Vikkiravandi,0,"Gingelly (Sesamum, Sesame, Til)",Tamil Nadu
Vikkiravandi,3116.4,Green Grams (Moong),Tamil Nadu
Vikkiravandi,0,Groundnut,Tamil Nadu
Vikkiravandi,823.2,Paddy(Dhan),Tamil Nadu
Vikkiravandi,0,Ragi (Finger Millet),Tamil Nadu
Vikkiravandi,0,T.V.Cumbu,Tamil Nadu
Vilathikulam,4872,Chilli Red,Tamil Nadu
Villupuram,3091.2,Black Grams (Urd Beans),Tamil Nadu
Villupuram,3292.8,Cotton,Tamil Nadu
Villupuram,4410,"Gingelly (Sesamum, Sesame, Til)",Tamil Nadu
Villupuram,3087,Green Grams (Moong),Tamil Nadu
Villupuram,3108,Karamani,Tamil Nadu
Villupuram,609,Paddy(Dhan),Tamil Nadu
Villupuram,1016.4,Ragi (Finger Millet),Tamil Nadu
Villupuram,1065.96,T.V.Cumbu,Tamil Nadu
Villupuram,1318.8,Thinai (Italian Millet),Tamil Nadu
Achampet,3950.52,Groundnut,Telangana
Achampet(Amrabad),3950.52,Groundnut,Telangana
Alampur,705.6,Maize,Telangana
Alampur,747.6,Maize,Telangana
Alampur,865.2,Paddy(Dhan),Telangana
Alampur,907.2,Paddy(Dhan),Telangana
Aler,865.2,Paddy(Dhan),Telangana
Aler,932.4,Paddy(Dhan),Telangana
Amangal,3416.28,Groundnut,Telangana
Armoor,907.2,Paddy(Dhan),Telangana
Asifabad,3150,Cotton,Telangana
Atmakur,2688,Groundnut,Telangana
Atmakur,1764,Groundnut,Telangana
Badepalli,3837.96,Groundnut,Telangana
Banswada,2822.4,Black Grams (Urd Beans),Telangana
Banswada,1008,Maize,Telangana
Banswada,1029,Maize,Telangana
Banswada,1008,Paddy(Dhan),Telangana
Banswada,865.2,Paddy(Dhan),Telangana
Banswada,932.4,Paddy(Dhan),Telangana
Banswada,966,Wheat,Telangana
Bhodhan,924,Paddy(Dhan),Telangana
Bowenpally,672,Beetroot,Telangana
Bowenpally,1680,Bhindi(Ladies Finger),Telangana
Bowenpally,1008,Bitter gourd,Telangana
Bowenpally,420,Bottle gourd,Telangana
Bowenpally,672,Brinjal,Telangana
Bowenpally,336,Cabbage,Telangana
Bowenpally,1680,Capsicum,Telangana
Bowenpally,840,Carrot,Telangana
Bowenpally,588,Cauliflower,Telangana
Bowenpally,420,Chow Chow,Telangana
Bowenpally,1512,Cluster Beans,Telangana
Bowenpally,420,Cucumber,Telangana
Bowenpally,2100,Drumstick,Telangana
Bowenpally,1260,Field Pea,Telangana
Bowenpally,1260,French Beans (Frasbean),Telangana
Bowenpally,840,Green Chilly,Telangana
Bowenpally,1260,Green Peas,Telangana
Bowenpally,420,Onion,Telangana
Bowenpally,546,Potato,Telangana
Bowenpally,420,Pumpkin,Telangana
Bowenpally,168,Raddish,Telangana
Bowenpally,1344,Ridgeguard(Tori),Telangana
Bowenpally,420,Snakeguard,Telangana
Bowenpally,420,Sweet Potato,Telangana
Bowenpally,420,Tomato,Telangana
Burgampadu,840,Paddy(Dhan),Telangana
Charla,840,Paddy(Dhan),Telangana
Charla,882,Paddy(Dhan),Telangana
Charla,903,Paddy(Dhan),Telangana
Cherial,840,Paddy(Dhan),Telangana
Chevella,1008,Tomato,Telangana
Chityal,865.2,Paddy(Dhan),Telangana
Choppadandi,865.2,Paddy(Dhan),Telangana
Choppadandi,932.4,Paddy(Dhan),Telangana
Devarakonda,865.2,Paddy(Dhan),Telangana
Devarakonda,865.2,Paddy(Dhan),Telangana
Devarkonda(Dindi),865.2,Paddy(Dhan),Telangana
Devarkonda(Mallepalli),865.2,Paddy(Dhan),Telangana
Dharmapuri,865.2,Paddy(Dhan),Telangana
Dharmapuri,3444,Tamarind fruit,Telangana
Dharmaram,865.2,Paddy(Dhan),Telangana
Dubbak,865.2,Paddy(Dhan),Telangana
Enkoor,2898,Cotton,Telangana
Enkoor,840,Paddy(Dhan),Telangana
Gaddiannaram,546,Apple,Telangana
Gaddiannaram,126,Grapes,Telangana
Gaddiannaram,252,Karbuja,Telangana
Gaddiannaram,588,Mousambi,Telangana
Gaddiannaram,252,Orange,Telangana
Gaddiannaram,336,Papaya,Telangana
Gaddiannaram,126,Pomegranate,Telangana
Gadwal,3919.44,Castor Seed,Telangana
Gadwal,2604,Castor Seeds,Telangana
Gadwal,3025.68,Groundnut,Telangana
Gadwal,2115.96,Sunflower,Telangana
Gadwal(Lezza),2268,Castor Seeds,Telangana
Gollapally,840,Paddy(Dhan),Telangana
Huzurnagar,865.2,Paddy(Dhan),Telangana
Huzurnagar,932.4,Paddy(Dhan),Telangana
Huzzurabad,823.2,Maize,Telangana
Huzzurabad,907.2,Paddy(Dhan),Telangana
Huzzurabad,932.4,Paddy(Dhan),Telangana
Ibrahimputnam,1680,Bhindi(Ladies Finger),Telangana
Ibrahimputnam,2310,Bhindi(Ladies Finger),Telangana
Ibrahimputnam,336,Brinjal,Telangana
Ibrahimputnam,840,Brinjal,Telangana
Ibrahimputnam,1428,Green Chilly,Telangana
Ibrahimputnam,1260,Green Chilly,Telangana
Ibrahimputnam,336,Tomato,Telangana
Ibrahimputnam,588,Tomato,Telangana
Indravelly(Utnoor),4956,Cotton,Telangana
Indravelly(Utnoor),3108,Cotton,Telangana
Indravelly(Utnoor),1890,Soyabean,Telangana
Jagtial,924,Maize,Telangana
Kamareddy,823.2,Maize,Telangana
Kamareddy(Bicknoor),823.2,Maize,Telangana
Karimnagar,798,Paddy(Dhan),Telangana
Karimnagar,840,Paddy(Dhan),Telangana
Kataram,865.2,Paddy(Dhan),Telangana
Khammam,1512,Bhindi(Ladies Finger),Telangana
Khammam,840,Green Chilly,Telangana
Khammam,420,Tomato,Telangana
Khanapur,924,Paddy(Dhan),Telangana
Kollapur,2940,Groundnut,Telangana
Kollapur,3266.76,Groundnut,Telangana
Kollapur,907.2,Paddy(Dhan),Telangana
Koratla,865.2,Paddy(Dhan),Telangana
Koratla,932.4,Paddy(Dhan),Telangana
Kothagudem,5027.4,Cotton,Telangana
Laxettipet,907.2,Paddy(Dhan),Telangana
Madhira,3024,Cotton,Telangana
Madnoor,3243.24,Cotton,Telangana
Madnoor(Bitchkonda),3243.24,Cotton,Telangana
Mancharial,4914,Cotton,Telangana
Manthani,865.2,Paddy(Dhan),Telangana
Medchal,823.2,Maize,Telangana
Medchal,932.4,Paddy(Dhan),Telangana
Metpally,932.4,Paddy(Dhan),Telangana
Miryalaguda,913.08,Paddy(Dhan),Telangana
Miryalaguda,1092,Paddy(Dhan),Telangana
Nagarkurnool,3870.72,Groundnut,Telangana
Nagarkurnool,799.68,Maize,Telangana
Nakrekal,932.4,Paddy(Dhan),Telangana
Nalgonda,932.4,Paddy(Dhan),Telangana
Narayanpet,2563.68,Groundnut,Telangana
Narayanpet,3029.88,Groundnut,Telangana
Narayanpet,1779.12,Jowar(Sorgham),Telangana
Narayanpet,856.8,Paddy(Dhan),Telangana
Narayanpet,2524.2,Red Grams,Telangana
Narayanpet,2409.96,Sunflower,Telangana
Narayanpet,2457,Sunflower,Telangana
Narayanpet,3180.24,Tamarind Fruit,Telangana
Narayanpet,2298.24,Tamarind fruit,Telangana
Narsapur,1344,Jamamkhan,Telangana
Narsapur,924,Maize,Telangana
Narsapur,840,Onion,Telangana
Nelakondapally,798,Paddy(Dhan),Telangana
Neredcherla,932.4,Paddy(Dhan),Telangana
Nidamanoor,865.2,Paddy(Dhan),Telangana
Nirmal,852.6,Paddy(Dhan),Telangana
Nizamabad,1008,Paddy(Dhan),Telangana
Peddapalli,840,Paddy(Dhan),Telangana
Peddapalli,932.4,Paddy(Dhan),Telangana
Pitlam,932.4,Paddy(Dhan),Telangana
Pothgal,3024,Cotton,Telangana
Pudur,865.2,Paddy(Dhan),Telangana
Sadasivpet,917.28,Onion,Telangana
Shadnagar,971.04,Maize,Telangana
Shadnagar,849.24,Paddy(Dhan),Telangana
Shadnagar,903,Ragi (Finger Millet),Telangana
Shadnagar,848.4,Tamarind Seed,Telangana
Sircilla,932.4,Paddy(Dhan),Telangana
Sultanabad,865.2,Paddy(Dhan),Telangana
Sultanabad,932.4,Paddy(Dhan),Telangana
Varni,882,Paddy(Dhan),Telangana
Varni,1008,Paddy(Dhan),Telangana
Vemulawada,865.2,Paddy(Dhan),Telangana
Vikarabad,4200,Ajwan,Telangana
Vikarabad,987,Maize,Telangana
Vikarabad,2793,Red Grams,Telangana
Wanaparthy Road,865.2,Paddy(Dhan),Telangana
Wanaparthy Road(Prbbair),865.2,Paddy(Dhan),Telangana
Wanaparthy town,2947.56,Groundnut,Telangana
Wanaparthy town,3444,Groundnut,Telangana
Wyra,2940,Cotton,Telangana
Wyra,907.2,Paddy(Dhan),Telangana
Yellareddy,865.2,Paddy(Dhan),Telangana
Yellareddy,932.4,Paddy(Dhan),Telangana
Zaheerabad,2881.2,Red Grams,Telangana
